@RELATION uploads/p/p
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {a,b,c,d}

@DATA
0.037918,0.062763,3.010759,0.113572,0.185282,0.134003,0.014058,0.038890,-24.360065,2.448854,-0.311297,-0.534920,-0.459754,0.635940,-0.173840,0.224588,-0.232285,0.079628,0.202062,-0.124211,-0.053057,0.008411,0.003521,0.012706,0.025346,0.024614,0.014574,0.025456,0.009855,0.036559,0.014905,0.016665,0.015041,0.026482,0.035476,0.054673,0.642690,0.051692,0.040774,0.224536,0.006788,0.035605,3.550592,0.678940,0.595780,0.287369,0.262492,0.500324,0.273352,0.195872,0.226662,0.191010,0.233953,0.166112,0.132567,0.015472,0.005360,0.022022,0.028359,0.030635,0.021716,0.029134,0.016922,0.049090,0.010537,0.031676,0.031641,0.008786,a
0.034223,0.048697,3.093415,0.116592,0.189790,0.133606,0.011459,0.035844,-24.804287,2.536969,-0.214161,-0.538080,-0.553719,0.498316,-0.137824,0.243117,-0.210190,0.072878,0.212339,-0.113590,-0.058284,0.010602,0.005227,0.016946,0.026290,0.025289,0.020568,0.018416,0.008918,0.018049,0.011179,0.024528,0.020483,0.022788,0.026090,0.047988,0.304877,0.053578,0.045006,0.196456,0.006245,0.025227,3.704148,0.561203,0.618061,0.388121,0.275913,0.454525,0.173125,0.201088,0.208714,0.148018,0.175086,0.124031,0.146869,0.013748,0.007811,0.018648,0.024388,0.027376,0.029651,0.015528,0.018946,0.026914,0.007011,0.035161,0.033689,0.007417,a
0.039229,0.044099,3.117767,0.110405,0.177723,0.145771,0.016814,0.039997,-25.096897,2.405112,-0.235939,-0.543203,-0.421932,0.653050,-0.155017,0.233821,-0.373636,0.062676,0.201855,-0.044225,-0.110557,0.011739,0.005369,0.012497,0.008025,0.026053,0.019293,0.029540,0.021284,0.016703,0.014029,0.024529,0.013648,0.025177,0.034956,0.038843,0.295554,0.059143,0.047830,0.243220,0.010170,0.040903,3.576255,0.569653,0.603839,0.411813,0.278005,0.390014,0.216326,0.271622,0.297576,0.275046,0.153304,0.184970,0.145038,0.014591,0.009614,0.016658,0.012664,0.032379,0.033702,0.038424,0.046355,0.027301,0.010585,0.028026,0.020966,0.010860,a
0.041478,0.049347,2.991684,0.118192,0.184959,0.152903,0.017038,0.041667,-25.062456,2.273743,-0.595652,-0.469342,-0.538821,0.625472,-0.202311,0.156472,-0.327663,0.036988,0.187591,-0.070666,-0.102039,0.012948,0.005316,0.015793,0.009688,0.017670,0.011933,0.030908,0.050761,0.012819,0.010080,0.016192,0.012424,0.028145,0.039601,0.048816,0.718630,0.059731,0.048533,0.258115,0.009988,0.044198,3.615596,0.643361,0.808727,0.454659,0.279710,0.378038,0.268726,0.246746,0.162397,0.174087,0.170863,0.212831,0.154169,0.023114,0.009181,0.014507,0.011885,0.027347,0.014680,0.037511,0.078362,0.011363,0.005475,0.024774,0.025496,0.015426,a
0.038377,0.067826,3.084092,0.111273,0.178398,0.133040,0.013857,0.034710,-24.510933,2.478503,-0.200783,-0.557544,-0.371767,0.700691,-0.058736,0.156220,-0.393999,-0.104520,0.096844,0.029064,0.019083,0.013487,0.006188,0.010806,0.024810,0.023701,0.023586,0.049831,0.014162,0.006339,0.009156,0.019215,0.009973,0.026343,0.035346,0.066320,0.299361,0.056899,0.048807,0.202568,0.008708,0.025382,3.479698,0.669032,0.606344,0.346821,0.293671,0.413993,0.162692,0.234686,0.189927,0.180334,0.207004,0.148109,0.176471,0.020105,0.010747,0.015265,0.033601,0.027053,0.036776,0.048482,0.026662,0.008896,0.006009,0.025313,0.019888,0.010105,a
0.039360,0.064007,2.984757,0.111955,0.173278,0.202804,0.013279,0.025408,-25.646080,2.881707,1.208378,-0.559422,-0.323862,-0.321828,-0.301345,0.203890,-0.070457,0.069012,-0.041742,0.002656,0.047026,0.010919,0.001672,0.011952,0.009443,0.031442,0.019526,0.032316,0.000489,0.013685,0.039634,0.037420,0.010987,0.029517,0.040129,0.067634,0.735709,0.060360,0.049256,0.186265,0.009851,0.024397,3.451741,0.619751,0.408276,0.425044,0.268024,0.306398,0.302667,0.162931,0.227763,0.181115,0.155133,0.157865,0.178313,0.011792,0.001123,0.018002,0.011369,0.043321,0.044184,0.042781,0.000822,0.021059,0.045883,0.027038,0.022356,0.010540,b
0.036903,0.070169,2.980513,0.132347,0.195432,0.215142,0.025240,0.027979,-25.042700,2.291539,0.554104,-0.607765,-0.320288,-0.101088,-0.338995,0.134039,-0.160423,0.269552,0.131082,0.159422,-0.035145,0.012397,0.003264,0.014451,0.006460,0.030283,0.020331,0.025571,0.001041,0.017372,0.055329,0.028884,0.013703,0.036415,0.036275,0.079206,0.722246,0.049115,0.045312,0.170910,0.023111,0.023218,2.965493,0.407609,0.432044,0.563565,0.313884,0.298300,0.172254,0.182431,0.149959,0.239852,0.258154,0.177600,0.237690,0.016670,0.005091,0.027974,0.010871,0.041996,0.047191,0.044352,0.001039,0.042137,0.077644,0.026645,0.027437,0.014977,b
0.040003,0.054388,2.971505,0.122918,0.186249,0.226894,0.015878,0.026845,-25.806933,2.592361,0.969542,-0.694108,-0.312388,-0.270289,-0.288279,0.159857,-0.154508,0.238913,0.115954,0.039899,-0.054713,0.011439,0.003889,0.009429,0.012327,0.036448,0.029997,0.029584,0.000627,0.009315,0.040613,0.035914,0.016314,0.030531,0.037466,0.071711,0.750860,0.050961,0.043915,0.183658,0.015820,0.026152,3.237440,0.675670,0.378165,0.484685,0.157930,0.154911,0.204124,0.128479,0.207231,0.221506,0.140162,0.204378,0.211811,0.017967,0.007553,0.012724,0.016436,0.033960,0.045488,0.025944,0.000715,0.017919,0.066244,0.034850,0.028839,0.013628,b
0.039587,0.067629,2.968074,0.119238,0.186045,0.194486,0.010243,0.024123,-24.991777,2.797713,1.107186,-0.461370,-0.198900,-0.227183,-0.309548,-0.015990,-0.255981,0.103234,0.062961,0.054508,0.113408,0.005940,0.002864,0.011911,0.017834,0.061205,0.019418,0.033637,0.000503,0.020655,0.023057,0.031113,0.004940,0.029323,0.043541,0.067723,0.727617,0.053945,0.048902,0.160542,0.007293,0.018071,3.304736,0.510085,0.520651,0.468790,0.244207,0.189772,0.169210,0.207023,0.196051,0.196393,0.270415,0.190595,0.181965,0.008734,0.004525,0.015323,0.017715,0.062716,0.030393,0.034976,0.000456,0.034573,0.021113,0.023934,0.005930,0.011043,b
0.031430,0.068874,2.994194,0.124011,0.192066,0.201354,0.010935,0.028213,-24.737099,2.704574,0.936316,-0.499970,-0.242206,-0.262103,-0.357000,-0.051752,-0.228583,0.044454,-0.011910,0.061236,0.082892,0.013491,0.005062,0.013365,0.020624,0.043013,0.022748,0.036700,0.000827,0.039318,0.021854,0.019214,0.004660,0.030042,0.031186,0.071497,0.719403,0.054639,0.044796,0.188465,0.006434,0.024774,3.220560,0.429768,0.418764,0.443921,0.163990,0.147915,0.146397,0.197506,0.172455,0.194927,0.199973,0.244232,0.205321,0.018282,0.008904,0.018126,0.022417,0.050955,0.034607,0.036997,0.000928,0.052399,0.014033,0.020692,0.006418,0.008886,b
0.040340,0.057762,2.977893,0.132661,0.197317,0.272954,0.009716,0.038195,-24.923491,2.608843,0.834808,-0.626293,-0.348729,-0.235521,-0.411106,0.144175,-0.230420,0.189051,0.045099,0.139378,0.125273,0.009090,0.004907,0.008535,0.021697,0.039062,0.025756,0.030754,0.001370,0.034507,0.018283,0.024331,0.009426,0.027159,0.045345,0.063613,0.790459,0.056138,0.044871,0.255149,0.007363,0.053416,3.398092,0.513357,0.463878,0.398992,0.232824,0.195402,0.078701,0.188289,0.117541,0.247393,0.199099,0.192664,0.170781,0.010017,0.006619,0.007883,0.023997,0.041732,0.036005,0.038460,0.001722,0.047513,0.009407,0.032095,0.014088,0.011186,b
0.039285,0.071985,3.018620,0.118457,0.187659,0.199975,0.010214,0.036222,-24.823958,2.947762,0.871188,-0.554290,-0.338905,-0.219425,-0.356948,0.038089,-0.238058,0.105418,0.034648,0.003111,0.075790,0.009727,0.003612,0.011613,0.017107,0.034679,0.029742,0.027670,0.000841,0.040148,0.023674,0.022994,0.008139,0.027241,0.046482,0.070871,0.661367,0.059818,0.043123,0.263248,0.006986,0.053161,3.132068,0.498743,0.370177,0.352072,0.199531,0.230233,0.204827,0.176588,0.232678,0.168283,0.182497,0.162201,0.194264,0.010543,0.004760,0.012940,0.014835,0.045173,0.045861,0.028647,0.001091,0.047403,0.012353,0.023959,0.009568,0.010101,b
0.037810,0.063879,3.017516,0.125613,0.191831,0.235817,0.008682,0.033802,-24.974160,2.711513,0.959536,-0.504688,-0.333213,-0.359024,-0.317821,-0.016668,-0.156124,0.190858,0.047465,0.084656,0.039463,0.007566,0.003410,0.010318,0.016572,0.039415,0.024480,0.029420,0.000969,0.034069,0.021635,0.020542,0.009616,0.025357,0.043753,0.067505,0.592450,0.056584,0.045293,0.226385,0.006050,0.043232,3.201399,0.515311,0.407278,0.394672,0.161213,0.218793,0.228000,0.134006,0.223922,0.176419,0.188676,0.202744,0.149772,0.007588,0.005564,0.013149,0.017222,0.045248,0.038169,0.031324,0.000927,0.040996,0.011030,0.024937,0.012429,0.010313,b
0.034029,0.071445,2.966585,0.117512,0.176501,0.221579,0.018776,0.031430,-25.028062,2.721438,0.964735,-0.473890,-0.255695,-0.170365,-0.386422,-0.018928,-0.179863,0.081259,0.050192,0.095092,0.157378,0.008703,0.001666,0.007749,0.014893,0.036022,0.030693,0.031538,0.000933,0.024036,0.030032,0.022726,0.009146,0.030221,0.033717,0.073951,0.693267,0.060222,0.053975,0.214007,0.012000,0.030700,3.083446,0.546917,0.560123,0.411954,0.222434,0.222812,0.189672,0.155639,0.145020,0.234730,0.212443,0.124805,0.178805,0.009126,0.001870,0.008554,0.016975,0.047016,0.055032,0.045406,0.001266,0.048292,0.043043,0.028437,0.015444,0.016647,b
0.036133,0.069915,3.008211,0.114167,0.176602,0.217590,0.015881,0.035555,-25.009651,2.814138,1.014756,-0.622431,-0.282360,-0.113639,-0.279858,0.082595,-0.172065,0.081088,0.108962,0.060366,-0.003842,0.010984,0.004009,0.010098,0.015946,0.033155,0.019949,0.033194,0.001052,0.022253,0.016198,0.028063,0.007748,0.025005,0.039323,0.068631,0.662648,0.058870,0.048463,0.263903,0.011533,0.052062,2.972333,0.576518,0.457906,0.375346,0.262986,0.239255,0.178406,0.151364,0.178270,0.147266,0.191551,0.153241,0.232096,0.012938,0.005822,0.011880,0.017037,0.044033,0.044956,0.044211,0.001582,0.042670,0.011795,0.031145,0.010839,0.015282,b
0.037621,0.074517,3.013133,0.129064,0.192069,0.235914,0.015845,0.027753,-24.758085,2.632107,0.928266,-0.612434,-0.122125,-0.340207,-0.339100,-0.015001,-0.143439,0.256146,0.088530,0.094409,-0.001648,0.008523,0.002999,0.016522,0.008097,0.036801,0.024356,0.034334,0.001052,0.019086,0.031851,0.036273,0.012731,0.033637,0.033034,0.073251,0.647240,0.055122,0.048785,0.180126,0.013779,0.026421,3.077195,0.362908,0.430398,0.489989,0.285324,0.255056,0.205442,0.176051,0.191413,0.219406,0.179106,0.260053,0.184339,0.011792,0.003630,0.033052,0.008183,0.042677,0.055201,0.047628,0.000909,0.036511,0.050856,0.036744,0.018641,0.013537,b
0.036999,0.074216,2.984442,0.125521,0.190611,0.211516,0.016782,0.030441,-24.884358,2.655128,0.815547,-0.578938,-0.236419,-0.207056,-0.395379,0.012752,-0.173458,0.187199,0.099858,0.159552,0.113739,0.008869,0.002327,0.009604,0.010923,0.034352,0.027725,0.034996,0.001102,0.030168,0.013246,0.023888,0.010485,0.027799,0.038891,0.081270,0.743644,0.056157,0.049756,0.202678,0.015922,0.031878,3.212297,0.532147,0.462080,0.450066,0.222622,0.252963,0.240139,0.165804,0.183886,0.256344,0.239092,0.193122,0.159876,0.012036,0.003902,0.012584,0.012968,0.043732,0.054841,0.045449,0.001510,0.043631,0.009331,0.032075,0.018484,0.015193,b
0.038188,0.077541,3.007922,0.118311,0.182441,0.226005,0.013486,0.036525,-24.792202,2.794487,0.987824,-0.627781,-0.232258,-0.154183,-0.267976,0.067986,-0.201354,0.193029,0.066238,0.162228,0.156721,0.007129,0.003099,0.010608,0.010408,0.033044,0.024844,0.038193,0.001075,0.024413,0.015373,0.028761,0.008405,0.026344,0.041404,0.077153,0.680723,0.058374,0.049681,0.237681,0.007470,0.049394,3.220917,0.602614,0.637635,0.452534,0.150464,0.299731,0.144483,0.196782,0.226357,0.210305,0.237707,0.183581,0.321678,0.009379,0.003856,0.013720,0.011036,0.041218,0.044992,0.047211,0.001108,0.041637,0.009258,0.034906,0.009757,0.014080,b
0.038195,0.078228,3.028558,0.133725,0.198919,0.231533,0.011210,0.028626,-24.493026,2.595698,0.790644,-0.548232,-0.227429,-0.349020,-0.334849,0.041743,-0.154446,0.236625,0.172523,0.127856,0.051444,0.010030,0.003387,0.011623,0.018469,0.039187,0.025177,0.035147,0.001899,0.062330,0.018805,0.019782,0.006281,0.035757,0.044821,0.073721,0.627191,0.057696,0.045882,0.181799,0.009849,0.020625,3.048357,0.743047,0.447055,0.392323,0.214352,0.211113,0.153389,0.108750,0.161534,0.183431,0.157431,0.178929,0.254996,0.013436,0.004297,0.009489,0.027777,0.055703,0.046938,0.035898,0.001513,0.074984,0.009828,0.022685,0.006375,0.012594,b
0.153260,0.061930,3.019389,0.255262,0.223588,0.894486,0.006608,0.250843,-27.076013,2.088570,1.036364,0.127565,-0.031178,-0.102989,-0.222448,0.023845,-0.015356,-0.013450,0.105108,0.122381,0.080298,0.002992,0.001858,0.003929,0.001353,0.016172,0.110402,0.048151,0.000489,0.003675,0.004377,0.002171,0.001517,0.034193,0.178451,0.044943,0.369802,0.151257,0.039459,1.096769,0.005597,0.319199,3.470568,1.616492,0.339171,0.475943,0.271590,0.429053,0.144055,0.260479,0.186662,0.201430,0.172964,0.106251,0.186243,0.002806,0.002763,0.005436,0.001012,0.024350,0.098406,0.040372,0.000604,0.008264,0.006468,0.002912,0.002948,0.026157,c
0.130104,0.047221,3.030726,0.233206,0.215213,0.649821,0.007389,0.214440,-27.716737,2.074799,1.133442,-0.011656,0.133130,-0.220875,-0.160576,0.021464,-0.130776,0.002279,-0.010534,0.135297,0.060048,0.004027,0.002159,0.005068,0.002051,0.024829,0.053662,0.064735,0.001814,0.007473,0.007868,0.004504,0.001973,0.028235,0.139986,0.038097,0.413168,0.143336,0.036910,0.670732,0.006822,0.259727,3.626714,1.539177,0.512129,0.490346,0.311277,0.277393,0.287316,0.182537,0.207823,0.180069,0.170501,0.197508,0.163858,0.005693,0.004815,0.006154,0.001555,0.029622,0.080570,0.062337,0.003129,0.013295,0.009207,0.005829,0.002670,0.022526,c
0.131719,0.082382,3.003268,0.237858,0.226906,0.672179,0.008075,0.211643,-26.246609,2.418948,1.137460,-0.291203,-0.015754,-0.238167,-0.290686,0.008631,-0.078970,-0.055400,0.135982,0.000568,0.058418,0.003449,0.006034,0.003656,0.003891,0.054283,0.057842,0.045706,0.000543,0.005351,0.003552,0.006967,0.004377,0.032424,0.159405,0.068258,0.412518,0.139412,0.028105,0.806831,0.006621,0.286400,4.122290,1.005315,0.668311,0.604859,0.338436,0.264040,0.190125,0.214938,0.204926,0.206703,0.214484,0.082081,0.189745,0.004048,0.009975,0.003158,0.003942,0.075145,0.079146,0.054518,0.000757,0.010325,0.003256,0.009656,0.006509,0.023740,c
